"dy [cm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
3.2,5.65,0,123.7,-4.9369103627925
3.2,5.65,0,123.8,-4.96403169921618
3.2,5.65,0,123.9,-4.99125861482336
3.2,5.65,0,124,-5.01859175256747
3.2,5.65,0,124.1,-5.04603175245676
3.2,5.65,0,124.2,-5.07357925134377
3.2,5.65,0,124.3,-5.10123488270755
3.2,5.65,0,124.4,-5.12899927642782
3.2,5.65,0,124.5,-5.15687305855124
3.2,5.65,0,124.6,-5.18485685104949
3.2,5.65,0,124.7,-5.21295127156849
3.2,5.65,0,124.8,-5.24115693316911
3.2,5.65,0,124.9,-5.26947444405849
3.2,5.65,0,125,-5.29790440731204
3.2,5.65,0,125.1,-5.32644742058585
3.2,5.65,0,125.2,-5.35510407581878
3.2,5.65,0,125.3,-5.38387495892443
3.2,5.65,0,125.4,-5.41276064947226
3.2,5.65,0,125.5,-5.44176172035781
3.2,5.65,0,125.6,-5.47087873746147
3.2,5.65,0,125.7,-5.5001122592954
3.2,5.65,0,125.8,-5.52946283663858
3.2,5.65,0,125.9,-5.55893101215909
3.2,5.65,0,126,-5.5885173200236
3.2,5.65,0,126.1,-5.6182222854937
3.2,5.65,0,126.2,-5.64804642450816
3.2,5.65,0,126.3,-5.67799024325141
3.2,5.65,0,126.4,-5.70805423770715
3.2,5.65,0,126.5,-5.738238893197
3.2,5.65,0,126.6,-5.76854468390374
3.2,5.65,0,126.7,-5.79897207237829
3.2,5.65,0,126.8,-5.82952150903045
3.2,5.65,0,126.9,-5.86019343160247
3.2,5.65,0,127,-5.89098826462512
3.2,5.65,0,127.1,-5.92190641885586
3.2,5.65,0,127.2,-5.95294829069804
3.2,5.65,0,127.3,-5.98411426160127
3.2,5.65,0,127.4,-6.01540469744189
3.2,5.65,0,127.5,-6.04681994788295
3.2,5.65,0,127.6,-6.07836034571353
3.2,5.65,0,127.7,-6.1100262061661
3.2,5.65,0,127.8,-6.14181782621191
3.2,5.65,0,127.9,-6.17373548383343
3.2,5.65,0,128,-6.20577943727304
3.2,5.65,0,128.1,-6.23794992425777
3.2,5.65,0,128.2,-6.27024716119872
3.2,5.65,0,128.3,-6.30267134236507
3.2,5.65,0,128.4,-6.33522263903155
3.2,5.65,0,128.5,-6.36790119859862
3.2,5.65,0,128.6,-6.40070714368489
3.2,5.65,0,128.7,-6.43364057119059
3.2,5.65,0,128.8,-6.46670155133159
3.2,5.65,0,128.9,-6.49989012664305
3.2,5.65,0,129,-6.53320631095172
3.2,5.65,0,129.1,-6.56665008831643
3.2,5.65,0,129.2,-6.60022141193522
3.2,5.65,0,129.3,-6.63392020301908
3.2,5.65,0,129.4,-6.66774634963071
3.2,5.65,0,129.5,-6.70169970548758
3.2,5.65,0,129.6,-6.73578008872872
3.2,5.65,0,129.7,-6.76998728064361
3.2,5.65,0,129.8,-6.80432102436289
3.2,5.65,0,129.9,-6.83878102350955
3.2,5.65,0,130,-6.87336694080966
3.2,5.65,0,130.1,-6.90807839666177
3.2,5.65,0,130.2,-6.94291496766391
3.2,5.65,0,130.3,-6.97787618509713
3.2,5.65,0,130.4,-7.01296153336488
3.2,5.65,0,130.5,-7.0481704483866
3.2,5.65,0,130.6,-7.0835023159453
3.2,5.65,0,130.7,-7.11895646998746
3.2,5.65,0,130.8,-7.1545321908745
3.2,5.65,0,130.9,-7.19022870358505
3.2,5.65,0,131,-7.22604517586637
3.2,5.65,0,131.1,-7.26198071633484
3.2,5.65,0,131.2,-7.29803437252352
3.2,5.65,0,131.3,-7.33420512887673
3.2,5.65,0,131.4,-7.37049190469027
3.2,5.65,0,131.5,-7.40689355199614
3.2,5.65,0,131.6,-7.44340885339158
3.2,5.65,0,131.7,-7.48003651981067
3.2,5.65,0,131.8,-7.51677518823852
3.2,5.65,0,131.9,-7.55362341936674
3.2,5.65,0,132,-7.59057969518945
3.2,5.65,0,132.1,-7.62764241653961
3.2,5.65,0,132.2,-7.66480990056446
3.2,5.65,0,132.3,-7.70208037813997
3.2,5.65,0,132.4,-7.73945199122359
3.2,5.65,0,132.5,-7.7769227901449
3.2,5.65,0,132.6,-7.81449073083408
3.2,5.65,0,132.7,-7.85215367198752
3.2,5.65,0,132.8,-7.88990937217102
3.2,5.65,0,132.9,-7.92775548686029
3.2,5.65,0,133,-7.96568956541868
3.2,5.65,0,133.1,-8.00370904801299
3.2,5.65,0,133.2,-8.04181126246718
3.2,5.65,0,133.3,-8.0799934210549
3.2,5.65,0,133.4,-8.11825261723172
3.2,5.65,0,133.5,-8.15658582230736
3.2,5.65,0,133.6,-8.19498988206013
3.2,5.65,0,133.7,-8.23346151329367
3.2,5.65,0,133.8,-8.27199730033874
3.2,5.65,0,133.9,-8.31059369150122
3.2,5.65,0,134,-8.34924699545844
3.2,5.65,0,134.1,-8.38795337760681
3.2,5.65,0,134.2,-8.42670885636245
3.2,5.65,0,134.3,-8.46550929941887
3.2,5.65,0,134.4,-8.50435041996433
3.2,5.65,0,134.5,-8.54322777286276
3.2,5.65,0,134.6,-8.58213675080257
3.2,5.65,0,134.7,-8.62107258041734
3.2,5.65,0,134.8,-8.66003031838373
3.2,5.65,0,134.9,-8.69900484750186
3.2,5.65,0,135,-8.73799087276359
3.2,5.65,0,135.1,-8.77698291741561
3.2,5.65,0,135.2,-8.81597531902358
3.2,5.65,0,135.3,-8.854962225545
3.2,5.65,0,135.4,-8.89393759141867
3.2,5.65,0,135.5,-8.93289517367888
3.2,5.65,0,135.6,-8.97182852810406
3.2,5.65,0,135.7,-9.01073100540875
3.2,5.65,0,135.8,-9.04959574749003
3.2,5.65,0,135.9,-9.08841568373896
3.2,5.65,0,136,-9.12718352742869
3.2,5.65,0,136.1,-9.16589177219209
3.2,5.65,0,136.2,-9.20453268860133
3.2,5.65,0,136.3,-9.24309832086392
3.2,5.65,0,136.4,-9.28158048364951
3.2,5.65,0,136.5,-9.31997075906268
3.2,5.65,0,136.6,-9.35826049377813
3.2,5.65,0,136.7,-9.39644079635491
3.2,5.65,0,136.8,-9.43450253474753
3.2,5.65,0,136.9,-9.47243633403238
3.2,5.65,0,137,-9.51023257436824
3.2,5.65,0,137.1,-9.54788138921156
3.2,5.65,0,137.2,-9.58537266380633
3.2,5.65,0,137.3,-9.62269603397044
3.2,5.65,0,137.4,-9.65984088520056
3.2,5.65,0,137.5,-9.69679635211757
3.2,5.65,0,137.6,-9.73355131827682
3.2,5.65,0,137.7,-9.77009441636591
3.2,5.65,0,137.8,-9.80641402881503
3.2,5.65,0,137.9,-9.84249828884438
3.2,5.65,0,138,-9.87833508197316
3.2,5.65,0,138.1,-9.91391204801635
3.2,5.65,0,138.2,-9.94921658359352
3.2,5.65,0,138.3,-9.98423584517613
3.2,5.65,0,138.4,-10.0189567526981
3.2,5.65,0,138.5,-10.0533659937548
3.2,5.65,0,138.6,-10.0874500284158
3.2,5.65,0,138.7,-10.1211950946746
3.2,5.65,0,138.8,-10.1545872145607
3.2,5.65,0,138.9,-10.1876122009349
3.2,5.65,0,139,-10.220255664991
3.2,5.65,0,139.1,-10.2525030244844
3.2,5.65,0,139.2,-10.2843395127056
3.2,5.65,0,139.3,-10.3157501882186
3.2,5.65,0,139.4,-10.3467199453775
3.2,5.65,0,139.5,-10.3772335256362
3.2,5.65,0,139.6,-10.4072755296634
3.2,5.65,0,139.7,-10.4368304302705
3.2,5.65,0,139.8,-10.4658825861594
3.2,5.65,0,139.9,-10.494416256494
3.2,5.65,0,140,-10.5224156162941
3.2,5.65,0,140.1,-10.5498647726506
3.2,5.65,0,140.2,-10.5767477817521
3.2,5.65,0,140.3,-10.6030486667157
3.2,5.65,0,140.4,-10.6287514362038
3.2,5.65,0,140.5,-10.6538401038106
3.2,5.65,0,140.6,-10.6782987081932
3.2,5.65,0,140.7,-10.7021113339201
3.2,5.65,0,140.8,-10.7252621330047
3.2,5.65,0,140.9,-10.7477353470858
3.2,5.65,0,141,-10.7695153302138
3.2,5.65,0,141.1,-10.7905865721955
3.2,5.65,0,141.2,-10.810933722445
3.2,5.65,0,141.3,-10.8305416142859
3.2,5.65,0,141.4,-10.849395289641
3.2,5.65,0,141.5,-10.8674800240471
3.2,5.65,0,141.6,-10.8847813519209
3.2,5.65,0,141.7,-10.9012850920051
3.2,5.65,0,141.8,-10.9169773729137
3.2,5.65,0,141.9,-10.9318446586969
3.2,5.65,0,142,-10.9458737743376
3.2,5.65,0,142.1,-10.9590519310943
3.2,5.65,0,142.2,-10.971366751598
3.2,5.65,0,142.3,-10.9828062946106
3.2,5.65,0,142.4,-10.9933590793517
3.2,5.65,0,142.5,-11.0030141092978
3.2,5.65,0,142.6,-11.0117608953601
3.2,5.65,0,142.7,-11.0195894783437
3.2,5.65,0,142.8,-11.0264904505959
3.2,5.65,0,142.9,-11.0324549767506
3.2,5.65,0,143,-11.0374748134774
3.2,5.65,0,143.1,-11.0415423281492
3.2,5.65,0,143.2,-11.0446505163427
3.2,5.65,0,143.3,-11.0467930180929
3.2,5.65,0,143.4,-11.0479641328253
3.2,5.65,0,143.5,-11.0481588328965
3.2,5.65,0,143.6,-11.0473727756779
3.2,5.65,0,143.7,-11.0456023141263
3.2,5.65,0,143.8,-11.0428445057881
3.2,5.65,0,143.9,-11.0390971201953
3.2,5.65,0,144,-11.0343586446162
3.2,5.65,0,144.1,-11.028628288132
3.2,5.65,0,144.2,-11.0219059840207
3.2,5.65,0,144.3,-11.0141923904349
3.2,5.65,0,144.4,-11.0054888893714
3.2,5.65,0,144.5,-10.9957975839361
3.2,5.65,0,144.6,-10.9851212939201
3.2,5.65,0,144.7,-10.9734635497062
3.2,5.65,0,144.8,-10.9608285845374
3.2,5.65,0,144.9,-10.9472213251844
3.2,5.65,0,145,-10.9326473810579
3.2,5.65,0,145.1,-10.9171130318175
3.2,5.65,0,145.2,-10.9006252135372
3.2,5.65,0,145.3,-10.8831915034922
3.2,5.65,0,145.4,-10.864820103639
3.2,5.65,0,145.5,-10.8455198228643
3.2,5.65,0,145.6,-10.8253000580846
3.2,5.65,0,145.7,-10.8041707742805
3.2,5.65,0,145.8,-10.7821424835549
3.2,5.65,0,145.9,-10.7592262233054
3.2,5.65,0,146,-10.7354335336037
3.2,5.65,0,146.1,-10.7107764338773
3.2,5.65,0,146.2,-10.6852673989879
3.2,5.65,0,146.3,-10.6589193348014
3.2,5.65,0,146.4,-10.6317455533458
3.2,5.65,0,146.5,-10.6037597476487
3.2,5.65,0,146.6,-10.5749759663486
3.2,5.65,0,146.7,-10.5454085881691
3.2,5.65,0,146.8,-10.515072296343
3.2,5.65,0,146.9,-10.4839820530723
3.2,5.65,0,147,-10.4521530741048
3.2,5.65,0,147.1,-10.4196008035039
3.2,5.65,0,147.2,-10.3863408886864
3.2,5.65,0,147.3,-10.3523891557979
3.2,5.65,0,147.4,-10.3177615854882
3.2,5.65,0,147.5,-10.2824742891507
3.2,5.65,0,147.6,-10.246543485678
3.2,5.65,0,147.7,-10.2099854787865
3.2,5.65,0,147.8,-10.172816634955
3.2,5.65,0,147.9,-10.1350533620191
3.2,5.65,0,148,-10.0967120884568
3.2,5.65,0,148.1,-10.0578092433977
3.2,5.65,0,148.2,-10.0183612373827
3.2,5.65,0,148.3,-9.97838444389651
3.2,5.65,0,148.4,-9.93789518169025
3.2,5.65,0,148.5,-9.89690969791036
3.2,5.65,0,148.6,-9.85544415204127
3.2,5.65,0,148.7,-9.81351460066962
3.2,5.65,0,148.8,-9.7711369830719
3.2,5.65,0,148.9,-9.72832710762492
3.2,5.65,0,149,-9.68510063903531
3.2,5.65,0,149.1,-9.64147308638072
3.2,5.65,0,149.2,-9.59745979195399
3.2,5.65,0,149.3,-9.55307592089746
3.2,5.65,0,149.4,-9.5083364516137
3.2,5.65,0,149.5,-9.46325616693658
3.2,5.65,0,149.6,-9.41784964604425
3.2,5.65,0,149.7,-9.37213125709498
3.2,5.65,0,149.8,-9.32611515056464
3.2,5.65,0,149.9,-9.27981525326386
3.2,5.65,0,150,-9.23324526301216
3.2,5.65,0,150.1,-9.18641864394459
3.2,5.65,0,150.2,-9.13934862242726
3.2,5.65,0,150.3,-9.09204818355618
3.2,5.65,0,150.4,-9.04453006821463
3.2,5.65,0,150.5,-8.99680677066359
3.2,5.65,0,150.6,-8.94889053663952
3.2,5.65,0,150.7,-8.90079336193471
3.2,5.65,0,150.8,-8.85252699143436
3.2,5.65,0,150.9,-8.80410291858566
3.2,5.65,0,151,-8.75553238527471
3.2,5.65,0,151.1,-8.70682638208629
3.2,5.65,0,151.2,-8.65799564892354
3.2,5.65,0,151.3,-8.60905067596411
3.2,5.65,0,151.4,-8.56000170492989
3.2,5.65,0,151.5,-8.51085873064947
3.2,5.65,0,151.6,-8.46163150289073
3.2,5.65,0,151.7,-8.41232952844437
3.2,5.65,0,151.8,-8.36296207343768
3.2,5.65,0,151.9,-8.31353816585983
3.2,5.65,0,152,-8.26406659828082
3.2,5.65,0,152.1,-8.21455593074559
3.2,5.65,0,152.2,-8.16501449382786
3.2,5.65,0,152.3,-8.11545039182655
3.2,5.65,0,152.4,-8.06587150609022
3.2,5.65,0,152.5,-8.01628549845505
3.2,5.65,0,152.6,-7.9666998147824
3.2,5.65,0,152.7,-7.91712168858319
3.2,5.65,0,152.8,-7.86755814471683
3.2,5.65,0,152.9,-7.81801600315287
3.2,5.65,0,153,-7.76850188278509
3.2,5.65,0,153.1,-7.71902220528706
3.2,5.65,0,153.2,-7.66958319900033
3.2,5.65,0,153.3,-7.62019090284566
3.2,5.65,0,153.4,-7.57085117024937
3.2,5.65,0,153.5,-7.521569673077
3.2,5.65,0,153.6,-7.47235190556666
3.2,5.65,0,153.7,-7.42320318825599
3.2,5.65,0,153.8,-7.37412867189595
3.2,5.65,0,153.9,-7.32513334134602
3.2,5.65,0,154,-7.27622201944571
3.2,5.65,0,154.1,-7.22739937085713
3.2,5.65,0,154.2,-7.17866990587472
3.2,5.65,0,154.3,-7.13003798419777
3.2,5.65,0,154.4,-7.0815078186622
3.2,5.65,0,154.5,-7.03308347892859
3.2,5.65,0,154.6,-6.98476889512298
3.2,5.65,0,154.7,-6.93656786142852
3.2,5.65,0,154.8,-6.88848403962493
3.2,5.65,0,154.9,-6.84052096257419
3.2,5.65,0,155,-6.79268203765067
3.2,5.65,0,155.1,-6.74497055011368
3.2,5.65,0,155.2,-6.69738966642192
3.2,5.65,0,155.3,-6.64994243748785
3.2,5.65,0,155.4,-6.60263180187169
3.2,5.65,0,155.5,-6.55546058891422
3.2,5.65,0,155.6,-6.50843152180749
3.2,5.65,0,155.7,-6.46154722060357
3.2,5.65,0,155.8,-6.41481020516069
3.2,5.65,0,155.9,-6.36822289802665
3.2,5.65,0,156,-6.32178762726012
3.2,5.65,0,156.1,-6.27550662918883
3.2,5.65,0,156.2,-6.22938205110625
3.2,5.65,0,156.3,-6.18341595390594
3.2,5.65,0,156.4,-6.13761031465441
3.2,5.65,0,156.5,-6.09196702910348
3.2,5.65,0,156.6,-6.0464879141416
3.2,5.65,0,156.7,-6.001174710186
3.2,5.65,0,156.8,-5.95602908351536
3.2,5.65,0,156.9,-5.91105262854429
3.2,5.65,0,157,-5.86624687004033
3.2,5.65,0,157.1,-5.82161326528409
3.2,5.65,0,157.2,-5.77715320617369
3.2,5.65,0,157.3,-5.73286802127416
3.2,5.65,0,157.4,-5.68875897781269
3.2,5.65,0,157.5,-5.64482728362113
3.2,5.65,0,157.6,-5.60107408902593
3.2,5.65,0,157.7,-5.55750048868737
3.2,5.65,0,157.8,-5.51410752338822
3.2,5.65,0,157.9,-5.4708961817735
3.2,5.65,0,158,-5.42786740204212
3.2,5.65,0,158.1,-5.38502207359109
3.2,5.65,0,158.2,-5.34236103861392
3.2,5.65,0,158.3,-5.29988509365379
3.2,5.65,0,158.4,-5.25759499111239
3.2,5.65,0,158.5,-5.21549144071606
3.2,5.65,0,158.6,-5.17357511093941
3.2,5.65,0,158.7,-5.13184663038815
3.2,5.65,0,158.8,-5.09030658914157
3.2,5.65,0,158.9,-5.04895554005585
3.2,5.65,0,159,-5.00779400002935
3.2,5.65,0,159.1,-4.96682245123044
3.2,5.65,0,159.2,-4.92604134228914
3.2,5.65,0,159.3,-4.88545108945331
3.2,5.65,0,159.4,-4.84505207771034
3.2,5.65,0,159.5,-4.80484466187532
3.2,5.65,0,159.6,-4.7648291676464
3.2,5.65,0,159.7,-4.72500589262845
3.2,5.65,0,159.8,-4.68537510732561
3.2,5.65,0,159.9,-4.64593705610365
3.2,5.65,0,160,-4.60669195812318
3.2,5.65,0,160.1,-4.56764000824405
3.2,5.65,0,160.2,-4.52878137790229
3.2,5.65,0,160.3,-4.49011621595986
3.2,5.65,0,160.4,-4.45164464952808
3.2,5.65,0,160.5,-4.41336678476596
3.2,5.65,0,160.6,-4.37528270765322
3.2,5.65,0,160.7,-4.33739248473974
3.2,5.65,0,160.8,-4.29969616387122
3.2,5.65,0,160.9,-4.26219377489227
3.2,5.65,0,161,-4.2248853303276
3.2,5.65,0,161.1,-4.18777082604138
3.2,5.65,0,161.2,-4.15085024187621
3.2,5.65,0,161.3,-4.11412354227167
3.2,5.65,0,161.4,-4.07759067686318
3.2,5.65,0,161.5,-4.04125158106209
3.2,5.65,0,161.6,-4.00510617661699
3.2,5.65,0,161.7,-3.96915437215739
3.2,5.65,0,161.8,-3.93339606371977
3.2,5.65,0,161.9,-3.89783113525679
3.2,5.65,0,162,-3.86245945913032
3.2,5.65,0,162.1,-3.82728089658826
3.2,5.65,0,162.2,-3.79229529822632
3.2,5.65,0,162.3,-3.75750250443452
3.2,5.65,0,162.4,-3.72290234582935
3.2,5.65,0,162.5,-3.68849464367203
3.2,5.65,0,162.6,-3.65427921027275
3.2,5.65,0,162.7,-3.62025584938214
3.2,5.65,0,162.8,-3.58642435656963
3.2,5.65,0,162.9,-3.55278451958939
3.2,5.65,0,163,-3.51933611873455
3.2,5.65,0,163.1,-3.48607892717926
3.2,5.65,0,163.2,-3.45301271130988
3.2,5.65,0,163.3,-3.42013723104497
3.2,5.65,0,163.4,-3.38745224014464
3.2,5.65,0,163.5,-3.35495748650978
3.2,5.65,0,163.6,-3.32265271247108
3.2,5.65,0,163.7,-3.29053765506859
3.2,5.65,0,163.8,-3.25861204632178
3.2,5.65,0,163.9,-3.22687561349048
3.2,5.65,0,164,-3.19532807932721
3.2,5.65,0,164.1,-3.16396916232076
3.2,5.65,0,164.2,-3.1327985769317
3.2,5.65,0,164.3,-3.10181603381977
3.2,5.65,0,164.4,-3.0710212400635
3.2,5.65,0,164.5,-3.0404138993725
3.2,5.65,0,164.6,-3.0099937122922
3.2,5.65,0,164.7,-2.97976037640181
3.2,5.65,0,164.8,-2.94971358650533
3.2,5.65,0,164.9,-2.91985303481584
3.2,5.65,0,165,-2.89017841113366
3.2,5.65,0,165.1,-2.86068940301802
3.2,5.65,0,165.2,-2.83138569595296
3.2,5.65,0,165.3,-2.80226697350727
3.2,5.65,0,165.4,-2.77333291748877
3.2,5.65,0,165.5,-2.74458320809333
3.2,5.65,0,165.6,-2.71601752404832
3.2,5.65,0,165.7,-2.68763554275126
3.2,5.65,0,165.8,-2.65943694040325
3.2,5.65,0,165.9,-2.63142139213769
3.2,5.65,0,166,-2.60358857214449
3.2,5.65,0,166.1,-2.57593815378951
3.2,5.65,0,166.2,-2.54846980972993
3.2,5.65,0,166.3,-2.52118321202523
3.2,5.65,0,166.4,-2.49407803224402
3.2,5.65,0,166.5,-2.46715394156722
3.2,5.65,0,166.6,-2.44041061088704
3.2,5.65,0,166.7,-2.41384771090257
3.2,5.65,0,166.8,-2.38746491221151
3.2,5.65,0,166.9,-2.36126188539866
3.2,5.65,0,167,-2.33523830112091
3.2,5.65,0,167.1,-2.30939383018899
3.2,5.65,0,167.2,-2.28372814364615
3.2,5.65,0,167.3,-2.25824091284368
3.2,5.65,0,167.4,-2.23293180951353
3.2,5.65,0,167.5,-2.20780050583811
3.2,5.65,0,167.6,-2.18284667451718
3.2,5.65,0,167.7,-2.15806998883232
3.2,5.65,0,167.8,-2.1334701227085
3.2,5.65,0,167.9,-2.10904675077338
3.2,5.65,0,168,-2.08479954841406
3.2,5.65,0,168.1,-2.06072819183148
3.2,5.65,0,168.2,-2.03683235809265
3.2,5.65,0,168.3,-2.01311172518055
3.2,5.65,0,168.4,-1.98956597204191
3.2,5.65,0,168.5,-1.96619477863306
3.2,5.65,0,168.6,-1.94299782596361
3.2,5.65,0,168.7,-1.91997479613832
3.2,5.65,0,168.8,-1.89712537239703
3.2,5.65,0,168.9,-1.8744492391528
3.2,5.65,0,169,-1.85194608202835
3.2,5.65,0,169.1,-1.82961558789066
3.2,5.65,0,169.2,-1.80745744488413
3.2,5.65,0,169.3,-1.78547134246203
3.2,5.65,0,169.4,-1.76365697141629
3.2,5.65,0,169.5,-1.74201402390619
3.2,5.65,0,169.6,-1.7205421934851
3.2,5.65,0,169.7,-1.69924117512629
3.2,5.65,0,169.8,-1.6781106652471
3.2,5.65,0,169.9,-1.65715036173189
3.2,5.65,0,170,-1.63635996395377
3.2,5.65,0,170.1,-1.61573917279502
3.2,5.65,0,170.2,-1.59528769066646
3.2,5.65,0,170.3,-1.57500522152553
3.2,5.65,0,170.4,-1.55489147089332
3.2,5.65,0,170.5,-1.53494614587058
3.2,5.65,0,170.6,-1.51516895515262
3.2,5.65,0,170.7,-1.49555960904324
3.2,5.65,0,170.8,-1.47611781946769
3.2,5.65,0,170.9,-1.45684329998465
3.2,5.65,0,171,-1.43773576579737
3.2,5.65,0,171.1,-1.41879493376387
3.2,5.65,0,171.2,-1.40002052240631
3.2,5.65,0,171.3,-1.38141225191954
3.2,5.65,0,171.4,-1.36296984417885
3.2,5.65,0,171.5,-1.34469302274693
3.2,5.65,0,171.6,-1.32658151288004
3.2,5.65,0,171.7,-1.30863504153365
3.2,5.65,0,171.8,-1.2908533373671
3.2,5.65,0,171.9,-1.27323613074776
3.2,5.65,0,172,-1.25578315375452
3.2,5.65,0,172.1,-1.23849414018054
3.2,5.65,0,172.2,-1.22136882553557
3.2,5.65,0,172.3,-1.20440694704745
3.2,5.65,0,172.4,-1.18760824366319
3.2,5.65,0,172.5,-1.17097245604945
3.2,5.65,0,172.6,-1.15449932659242
3.2,5.65,0,172.7,-1.13818859939729
3.2,5.65,0,172.8,-1.12204002028709
3.2,5.65,0,172.9,-1.1060533368011
3.2,5.65,0,173,-1.09022829819279
3.2,5.65,0,173.1,-1.07456465542724
3.2,5.65,0,173.2,-1.05906216117816
3.2,5.65,0,173.3,-1.04372056982452
3.2,5.65,0,173.4,-1.02853963744658
3.2,5.65,0,173.5,-1.01351912182174
3.2,5.65,0,173.6,-0.998658782419783
3.2,5.65,0,173.7,-0.98395838039791
3.2,5.65,0,173.8,-0.969417678595281
3.2,5.65,0,173.9,-0.955036441527192
3.2,5.65,0,174,-0.940814435379027
3.2,5.65,0,174.1,-0.926751427999661
3.2,5.65,0,174.2,-0.912847188894732
3.2,5.65,0,174.3,-0.899101489219473
3.2,5.65,0,174.4,-0.885514101771208
3.2,5.65,0,174.5,-0.872084800981677
3.2,5.65,0,174.6,-0.858813362908861
3.2,5.65,0,174.7,-0.845699565228741
3.2,5.65,0,174.8,-0.832743187226586
3.2,5.65,0,174.9,-0.819944009788048
3.2,5.65,0,175,-0.807301815390017
3.2,5.65,0,175.1,-0.794816388091117
3.2,5.65,0,175.2,-0.782487513522077
3.2,5.65,0,175.3,-0.770314978875722
3.2,5.65,0,175.4,-0.758298572896796
3.2,5.65,0,175.5,-0.746438085871559
3.2,5.65,0,175.6,-0.73473330961705
3.2,5.65,0,175.7,-0.723184037470287
3.2,5.65,0,175.8,-0.71179006427707
3.2,5.65,0,175.9,-0.700551186380697
3.2,5.65,0,176,-0.689467201610374
3.2,5.65,0,176.1,-0.678537909269476
3.2,5.65,0,176.2,-0.667763110123604
3.2,5.65,0,176.3,-0.657142606388361
3.2,5.65,0,176.4,-0.646676201717013
3.2,5.65,0,176.5,-0.636363701187939
3.2,5.65,0,176.6,-0.626204911291827
3.2,5.65,0,176.7,-0.616199639918784
3.2,5.65,0,176.8,-0.606347696345142
3.2,5.65,0,176.9,-0.596648891220174
3.2,5.65,0,177,-0.587103036552575
3.2,5.65,0,177.1,-0.577709945696774
3.2,5.65,0,177.2,-0.56846943333907
3.2,5.65,0,177.3,-0.559381315483608
3.2,5.65,0,177.4,-0.550445409438117
3.2,5.65,0,177.5,-0.541661533799586
3.2,5.65,0,177.6,-0.533029508439595
3.2,5.65,0,177.7,-0.524549154489697
3.2,5.65,0,177.8,-0.516220294326425
3.2,5.65,0,177.9,-0.508042751556231
3.2,5.65,0,178,-0.500016351000261
3.2,5.65,0,178.1,-0.492140918678898
3.2,5.65,0,178.2,-0.484416281796202
3.2,5.65,0,178.3,-0.476842268724155
3.2,5.65,0,178.4,-0.469418708986696
3.2,5.65,0,178.5,-0.462145433243685
3.2,5.65,0,178.6,-0.455022273274571
3.2,5.65,0,178.7,-0.44804906196202
3.2,5.65,0,178.8,-0.441225633275281
3.2,5.65,0,178.9,-0.434551822253398
3.2,5.65,0,179,-0.428027464988298
3.2,5.65,0,179.1,-0.421652398607633
3.2,5.65,0,179.2,-0.415426461257513
3.2,5.65,0,179.3,-0.409349492085039
3.2,5.65,0,179.4,-0.403421331220637
3.2,5.65,0,179.5,-0.397641819760266
3.2,5.65,0,179.6,-0.392010799747385
3.2,5.65,0,179.7,-0.386528114154806
3.2,5.65,0,179.8,-0.381193606866318
3.2,5.65,0,179.9,-0.376007122658118
3.2,5.65,0,180,-0.370968507180116
